title,type,location,bedroom,bathroom,size_sqm,price
 Pool view//prime location // Fully finished,Apartment,"New Capital Compounds, New Capital City, Cairo",3,2,165,"2,510,000"
"Uptown Cairo, Apartment For Sale - Prime Location",Villa,"Uptown Cairo, Mokattam, Cairo",5,5,305,"17,425,000"
ready to move/fully finished& ACs/pool view,Apartment,"Uptown Cairo, Mokattam, Cairo",2,2,160,"5,650,000"
Unique unit in Fifth Settlement|North Rehab|10% Dp | 7 years installment,Apartment,"Uptown Cairo, Mokattam, Cairo",3,3,208,"7,100,000"
Apartment 2Bed on the central axis in front of the Mosque of Egypt in R8,Apartment,"Uptown Cairo, Mokattam, Cairo",3,2,164,"8,500,000"
* Enjoy the cash discount * Receive now 170 m with a 9-year installment!!,Apartment,"New Capital Compounds, New Capital City, Cairo",3,2,185,"2,590,000"
Fully furnished Ultra Super Lux apartment for sale in Cairo Festival City,Apartment,"New Capital Compounds, New Capital City, Cairo",3,2,208,"2,912,000"
Ready to move Apartment at District 5 Second floor 160M with installments,Apartment,"North Rehab, New Cairo City, Cairo",3,2,173,"1,487,800"
"Fully finished apartment for immediate receipt, including garage and club",Apartment,"Yaru new capital Compound, New Capital Compounds, New Capital City, Cairo",2,3,119,"1,591,125"
"Fully Finished Garden House 268m Fully Finished Sodic East, Delivery 2025",Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,"1,176,000"
Own Now Apartment 188sqm In Kardia Compound By Installments up to 10 years,Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,140,"4,200,000"
Ground apartment|Patio Oro-La Vista | 10% Dp | semifinished | over 8 years,Apartment,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,2,160,"3,800,000"
with DP 5% own your apartment in front of the biggest mall in new capital ,Apartment,"Amorada, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,221,"32,500,000"
"Modern Twin House 310m AlBurouj 5% downpayment over 14 years, Delivery 2026",Townhouse,"Sodic East, 6th District, New Heliopolis, Cairo",3,3,268,"5,800,000"
Installments over 9 years for your apartment in Hassan Allam Mostakbal City,Apartment,"Kardia, New Capital Compounds, New Capital City, Cairo",3,3,188,"1,986,000"
Apartment for sale palm hills new cairo immediate delivery with installment,Apartment,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,174,"4,090,000"
Apartment built 190 meters above the British University with a 30% discount,Apartment,"Vinci, New Capital Compounds, New Capital City, Cairo",3,3,156,"2,244,556"
"Standalone Villa 300m at Palm Hills New Cairo with Hot Price, Delivery 2024",Villa,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,300,"11,800,000"
172 m in Garden received with a cash discount! Premium view in installments,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,172,"5,726,000"
Own your unit with the lowest DP and the longest installment period in Atika,Apartment,"Atika, New Capital Compounds, New Capital City, Cairo",3,3,179,"3,848,500"
The last ground apartment at this price and in a great location in De Joya 3,Apartment,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,157,"2,504,500"
Ready to Deliver duplex with 0% down payment and installments up to 10 years,Duplex,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,4,261,"3,280,000"
Ask for a cash discount * 132 m in a swimming pool with a premium of 8 years,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",2,1,132,"3,588,000"
Apartment 123m + garden 83m for sale in front of Cairo International Airport,Apartment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,123,"2,918,000"
"Two rooms in Garden View, two facades (discount for cash) 9 years installment",Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,130,"1,047,000"
"Standalone Villa + Lake view with 5% DP over 8 years Sodic East, Delivery 2025",Villa,"Sodic East, 6th District, New Heliopolis, Cairo",4,4,655,"12,400,000"
"Apartment for sale 128m in Tag Sultan, live now in New Cairo, down payment 14%",Apartment,"Tag Sultan, Ring Road, Cairo",2,2,128,"2,900,000"
By Installments 10 years Own And Live In Light City Compound By Special Price ,Apartment,"R7, New Capital City, Cairo",3,3,190,"1,615,000"
"Superb Twin House + Lake view with 5% DP over 8 years Sodic East, Delivery 2025",Villa,"Sodic East, 6th District, New Heliopolis, Cairo",3,3,285,"7,100,000"
Ready to buy at a special discount? 160 m in a garden with a premium of 9 years,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160,"1,080,000"
Apartment Ready To Move 2 Bedrooms By only 10% Dp And Installments Over 7 years,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,140,"2,387,000"
Fully Finished Apartment with kitchen with a monthly installment of 16K over 8Y,Apartment,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,116,"1,866,000"
"In installments, 6 years, your apartment is in front of the American University",Apartment,"The Waterway View, 90 Street, The 5th Settlement, New Cairo City, Cairo",4,4,276,"10,735,000"
Ready to Deliver apartment with 0% down payment and installments up to 10 years,Apartment,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,141,"2,110,000"
Own your villa Ready to move | fully finished | Al Maqsad Residence new capital,Villa,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",5,4,500,"8,700,000"
Apt 3 Bed View Club 2nd Floor Prime Location,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,"2,300,000"
Apartment for sale 3 rooms fully finished ,Apartment,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3,2,144,Ask
You will buy with a special discount for cash! Villa 180 m installments 8 years!,Villa,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,180,"5,431,000"
Apartment 177 meter for sale in azad       ,Apartment,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,177,"2,292,600"
Apartment in capital furnished from Lamborghini,Apartment,"R7, New Capital City, Cairo",3,2,142,"2,911,000"
Dyar ( ARCO) Compound Standalone Villa For Sale  .,Villa,"Dyar, Ext North Inves Area, New Cairo City, Cairo",5,6,722,"12,500,000"
Own your apartment in front of the biggest mall in new capital with rest over 9Y,Apartment,"Vinci, New Capital Compounds, New Capital City, Cairo",3,3,187,"3,026,914"
Apartment for sale in Eastown  210 m semi finished,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,210,"4,400,000"
Apartment for sale Sodic East 8 years installments,Apartment,"Sodic East, 6th District, New Heliopolis, Cairo",3,3,160,"2,950,000"
Own Upper Duplex 266m in Hyde park  Prime location,Duplex,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,200,"4,750,000"
Fully finished apartment for sale at V Residence .,Duplex,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,266,"4,200,000"
Immediate delivery apartment 5 years installments.,Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,"4,700,000"
Apartment with DP154000 special price in Hyde Park,Duplex,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,250,"4,200,000"
A Real Deal Standalone Sodic Under Market Price,Duplex,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,278,"5,500,000"
Finished Villa with kitchen in New Cairo with monthly installment 29K Rest over on 8Y,Duplex,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,320,"8,800,000"
Immediate apartment for sale at less than the market price|L'Venir Mostakbal City,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,139,"3,000,000"
"Fully Finished Garden House 185m with 5% DP over 8 years at Sodic East, Delivery 2025",Villa,"Sodic East, 6th District, New Heliopolis, Cairo",3,4,251,"9,120,660"
"Fully Finished Sky House214m +roof with 5% DP over 8 years, Sodic East, Delivery 2025",Townhouse,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,4,218,"3,528,000"
Your apartment is 248m on the corner of the panorama in El Shorouk City Club district,Apartment,"L'avenir, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,162,"1,500,000"
Ground floor apartment with the lowest DP and the longest payment period in De Joya 2,Townhouse,"Sodic East, 6th District, New Heliopolis, Cairo",3,3,185,"5,200,000"
With Special Price Get Apartment With Garden By Only 125K Dp And Installments 7 years,Duplex,"Sodic East, 6th District, New Heliopolis, Cairo",4,3,214,"5,400,000"
Apartment 3 Bedrooms With Discount 10% And Installments Over 10 years In New Capital ,Apartment,"El Nady District, Shorouk City, Cairo",3,3,248,"1,934,400"
Live in advance! 150 m in a garden with a premium of 9 years with a discount for cash,Apartment,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,172,"2,813,000"
Apartment 164M 4 sale N Galleria Wz prime location,Apartment,"Kardia, New Capital Compounds, New Capital City, Cairo",2,2,112,"1,242,290"
Prime Location view with Greek Design in NEW CAIRO,Apartment,"R7, New Capital City, Cairo",3,3,160,"1,555,000"
For Sale Finished Villa in Levana UPTOWN EMAAR,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,150,"1,082,000"
"Apartment for sale with a special discount in the Fifth Settlement, immediate delivery",Apartment,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,164,"2,730,000"
Apartment Ground With Garden By Installments 10 years In Botanica Compound New Capital,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,"1,200,522"
"Move Now to Fully finished standalone Villa with Kitchen, Appliances & ACs, only Pay 5% DP",Villa,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,3,340,"8,200,000"
Madinaty Villa Town House for sale Type I,Townhouse,"Madinaty, Cairo",3,4,231,"4,700,000"
"Fully Finished town house at Uptown Cairo Emaar Celesta Hills, 5%DP over 8 years, Delivery 2023",Villa,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",3,3,277,"9,100,000"
By Special Price In New Cairo Own Apartment 3 Bedrooms By Installments 7 years And 5% Discount ,Apartment,"The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,145,"1,928,500"
townhouse 210 m Ready to move in El Shorouk,Townhouse,"Al Patio Prime, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3,2,210,"4,800,000"
"Best Price for Twin House for sale in Palm Hills New Cairo, 15% DP over 8.5 years, Delivery 2025",Villa,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,310,"12,600,000"
"Own Luxury Villa like Palace with Hot price at AlBurouj, Delivery 2024, Only 5% DP over 10 years",Villa,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",7,5,"1,000","10,500,000"
"Best Price for Fully Finished Twin House for sale in Zed East, 5% DP over 8 years, Delivery 2025",Villa,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,300,"12,900,000"
"* At the price of an apartment, receive a villa of 3 rooms, a special view, with a cash discount *",Villa,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,165,"4,094,000"
"*Villa DP 490,000 with special price in Hyde Park*",Villa,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,6,250,"9,700,000"
Luxurious villa for sale in maxim _ultra lux with elevator,Apartment,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,165,"4,900,000"
Villa immediate delivery 30%DP in Fifth Settlement,Villa,"Maxim, The 1st Settlement, New Cairo City, Cairo",4,4,500,"13,000,000"
Apt Mivida Crescent under market price delivered,Villa,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,6,266,"6,900,000"
Villa Stand Alone for sale Type B - Madinaty,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,231,"8,500,000"
"Hot Deal in Crescent Mivida Modern Apartment 245m with Central park view, fully finished, Move in Today",Villa,"Madinaty, Cairo",4,8,620,"17,000,000"
Villa finished immediate delivery 5%DP New Capital,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,245,"9,500,000"
Ready Garden Apartment|fully finished in New Cairo,Villa,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",6,6,400,"6,900,000"
#Apartment for sale in swan lake only %5 DP,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",2,2,115,"3,100,000"
Mivida views Parcel 21 Stand alone  for sale 390m.,Apartment,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",3,3,150,"6,000,000"
Standalone 400 m in mountain View 2 fully finished,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,390,"19,000,000"
Lowest Price At Boulevard 289m | Prime Location.,Villa,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,4,400,"15,000,000"
FOR LIMITED TIME DEL NOW SPECIAL VIEW -9YRS INST,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,289,"11,000,000"
Ready to move view pool and landscape compound  ,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160,"3,500,000"
Flat For Sale Great View Beside City Stars Mall,Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,160,"4,600,000"
132 Sqm typical apartment with competitive price ,Apartment,"Ibrahim Nawar St., 6th Zone, Nasr City, Cairo",3,3,250,"2,500,000"
apartment in lake view residence 210 meter,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,132,"2,220,160"
Amazing Villa with prime location - oriana 1 - CFC,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,210,"5,000,000"
Apartment For Sale+ Garden in Midtown New Cairo,Villa,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",8,8,"1,285","55,000,000"
0%down payment fully finished apartment-palm hills,Apartment,"Midtown, South Investors Area, New Cairo City, Cairo",3,2,185,"2,650,000"
Apartment 215m For Sale in Lake view Residence,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,175,"5,400,000"
ready to move with 460000 the rest over 5 years,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,215,"4,350,000"
Penthouse for sale in Patio casa 190 m,Apartment,"Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3,3,165,"3,080,000"
188 Sqm Garden View apartment | Eastown | Spectrum,Penthouse,"Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo",4,3,190,"2,500,000"
high level villa 900m amazing view_ mountain view2,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,188,"4,312,791"
Town house corner forsale hyde park classic design,Apartment,"Omarat Al Cinema St., Manteqet Al Cinema, Nasr City, Cairo",3,2,187,"3,179,000"
For Elite Flat 250m Clear Area Nasr Ro. View,Villa,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,6,900,"20,500,000"
villa standalone very prime location inside pk2   ,Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,316,"8,250,000"
Twinhouse For Sale Prime Location - CFC,Apartment,"Hafez Ramadan St., 6th Zone, Nasr City, Cairo",3,3,250,"2,500,000"
*Lowest Price* duplex garden for sale in Eastown,Villa,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,375,"7,500,000"
Prime Location For Sale Highest Tower In Nasr City,Twin House,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4,4,323,"12,500,000"
Resale S Villa 295m Delivered Sarai New Cairo,Townhouse,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,290,"14,000,000"
Apartment 3 Bedrooms with Garden 50m in la vista,Duplex,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,238,"5,750,000"
