Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"3,672,000 EGP",72,1,1 bathroom,1,2025,Broker,Pool,Installments,Al Ahyaa,Basic,3672000,51000
"2,650,000 EGP",50,1,1 bathroom,1,2027,Broker,Garden,Installments,The La Mora,Basic,2650000,53000
"4,214,000 EGP",98,2,1 bathroom,1,2026,Broker,Main Street,Installments,Magawish Resort,Basic,4214000,43000
"3,033,000 EGP",62,1,1 bathroom,2,2027,Broker,Main Street,Installments,La Mora Resort,Super Lux,3033000,48919.35
"2,709,000 EGP",63,1,1 bathroom,1,2026,Broker,Main Street,Installments,Trivana Resort,Basic,2709000,43000
"3,995,000 EGP",85,1,1 bathroom,1,2025,Broker,Pool,Installments,Al Ahyaa One,Basic,3995000,47000
"3,312,000 EGP",69,2,1 bathroom,1,2026,Broker,Main Street,Installments,منتجع مجاويش,Basic,3312000,48000
"3,676,500 EGP",81,1,1 bathroom,1,2026,Broker,Main Street,Installments,The Heart Of,Basic,3676500,45388.89
"7,722,000 EGP",90,2,1 bathroom,2,2025,Broker,Pool,Installments,The Heart Of,Basic,7722000,85800
"3,100,000 EGP",62,1,1 bathroom,3,2027,Broker,Main Street,Installments,Central Hurghada,Basic,3100000,50000
"2,976,000 EGP",62,1,1 bathroom,1,2027,Broker,Main Street,Installments,Lamoura Resort,View,2976000,48000
"5,300,000 EGP",122,3,2 bathroom,3,2025,Broker,Main Street,Cash,Unknown,تشطيب,5300000,43442.62
"3,820,000 EGP",63,1,1 bathroom,2,2028,Broker,Pool,Installments,Unknown,Basic,3820000,60634.92
"4,257,667 EGP",73,1,1 bathroom,1,2027,Broker,Pool,Installments,The Clan,Basic,4257667,58324.21
"7,000,000 EGP",220,4,4 bathroom,3,1960,Broker,Side Street,Cash,Unknown,Basic,7000000,31818.18
"5,000,000 EGP",200,2,2 bathroom,2,1990,"25,000 EGP/M²",,,Kornesh El,Basic,5000000,25000
"8,500,000 EGP",230,3,2 bathroom,5,2010,Broker,Main Street,Cash,Abou Quer St,Basic,8500000,36956.52
"4,101,000 EGP",90,2,1 bathroom,1,2026,Broker,Garden,Cash,Unknown,Basic,4101000,45566.67
"3,480,000 EGP",68,1,1 bathroom,1,2026,Broker,Pool,Installments,Unknown,Basic,3480000,51176.47
"8,200,000 EGP",235,4,,,,,Other,Cash,Mountain View Icity,View,8200000,34893.62
"2,610,000 EGP",58,1,1 bathroom,1,2027,Broker,Pool,Installments,Unknown,Basic,2610000,45000
"10,800,000 EGP",230,3,2 bathroom,3,2025,Broker,Main Street,Cash,Mohammed Fawzi Moaz,Basic,10800000,46956.52
"6,500,000 EGP",235,4,2 bathroom,13,2000,Broker,Main Street,Cash,14Th Of May,Basic,6500000,27659.57
"5,767,300 EGP",107,2,1 bathroom,1,2027,Broker,Pool,Installments,The Clan,Basic,5767300,53900
"6,500,000 EGP",280,3,2 bathroom,1,2013,Broker,Main Street,Cash,اللوتس الشمالية –,Basic,6500000,23214.29
"5,348,200 EGP",68,1,1 bathroom,2,2026,Broker,Pool,Cash or Installments,Unknown,Park,5348200,78650
"7,200,000 EGP",143,3,2 bathroom,5,2018,Broker,Garden,Cash,Madinaty B6 _Ag,Basic,7200000,50349.65
"6,300,000 EGP",135,3,2 bathroom,5,2012,Broker,Garden,Cash,Unknown,فيو,6300000,46666.67
"6,000,000 EGP",160,3,1 bathroom,4,1992,Broker,Side Street,Cash,Unknown,Basic,6000000,37500
"2,800,000 EGP",130,3,2 bathroom,4,2025,Broker,Main Street,Cash,Andalus 1,Basic,2800000,21538.46
"6,336,000 EGP",198,3,3 bathroom,2,2028,Broker,Pool,Installments,Address Home 2,Basic,6336000,32000
"16,000,000 EGP",320,3,3 bathroom,2,2012,Broker,Garden,Cash,مدينتي مدخل 1,Basic,16000000,50000
"15,400,000 EGP",250,5,4 bathroom,4,2025,Broker,Garden,Cash,Unknown,فيو,15400000,61600
"5,500,000 EGP",220,3,4 bathroom,4,1960,Broker,Side Street,Cash,Unknown,Basic,5500000,25000
"7,800,000 EGP",160,3,,,,EG-6551059,Other,Cash,بالم هيلز نيو,Basic,7800000,48750
"8,000,000 EGP",186,3,2 bathroom,6,2025,Broker,Main Street,Installments,Other Neighborhoods In,Basic,8000000,43010.75
"4,250,000 EGP",180,3,2 bathroom,3,2023,Broker,Side Street,Cash,Unknown,,4250000,23611.11
"10,669,000 EGP",119,2,2 bathroom,5,2028,Broker,Main Street,Cash or Installments,Unknown,تقسيط,10669000,89655.46
"8,500,000 EGP",210,3,3 bathroom,4,2025,Broker,Garden,Cash,Unknown,Basic,8500000,40476.19
"1,580,000 EGP",100,2,1 bathroom,2,2025,Broker,Side Street,Cash,المنطقة ط,Basic,1580000,15800
"8,200,000 EGP",100,2,1 bathroom,,2025,Broker,Main Street,Cash or Installments,Beta Greens Compound,Finished,8200000,82000
"9,240,000 EGP",175,3,3 bathroom,3,2026,Broker,Main Street,Cash or Installments,Stone Residence,Finished,9240000,52800
"3,900,000 EGP",144,3,1 bathroom,8,2025,Broker,Side Street,Cash,شارع مصطفى النحاس,Basic,3900000,27083.33
"4,800,000 EGP",165,3,2 bathroom,12,1995,Broker,Side Street,Cash,شارع عباس العقاد,Basic,4800000,29090.91
"11,725,000 EGP",175,3,3 bathroom,1,2026,Broker,Main Street,Cash or Installments,Stone Residence,Finished,11725000,67000
"5,500,000 EGP",275,3,2 bathroom,2,2025,Broker,Side Street,Cash,شارع مكرم عبيد,Basic,5500000,20000
"2,100,000 EGP",90,1,11 bathroom,3,2026,Broker,Main Street,Cash or Installments,Midtown Compound,Basic,2100000,23333.33
"7,826,000 EGP",126,3,2 bathroom,4,2028,Broker,Main Street,Cash or Installments,Esse Residence,Basic,7826000,62111.11
"12,405,000 EGP",130,2,2 bathroom,3,2025,Broker,Side Street,Cash or Installments,Galleria Residence,Super Lux,12405000,95423.08
"1,500,000 EGP",165,3,2 bathroom,,,EG-6552964,Side Street,Cash,Unknown,Basic,1500000,9090.91
"18,300,000 EGP",140,2,2 bathroom,3,2025,Broker,Main Street,Cash or Installments,Azad Compound,Finished,18300000,130714.29
"7,570,000 EGP",79,1,1 bathroom,1,2025,Broker,Main Street,Cash or Installments,Beta Greens Compound,Basic,7570000,95822.78
"4,850,000 EGP",200,3,3 bathroom,10,2013,Cash,Main Street,Cash,Darana Zahraa El,View,4850000,24250
"5,900,000 EGP",170,3,3 bathroom,10,1990,Broker,Other,Cash,شارع عبد الحميد,Basic,5900000,34705.88
"2,999,999 EGP",185,3,2 bathroom,7,2014,Broker,Corner,Cash,ارقي مناطق فيصل,الترا,2999999,16216.21
"6,500,000 EGP",130,3,3 bathroom,2,2025,Broker,Main Street,Cash,Mountain View Icity,View,6500000,50000
"9,000,000 EGP",149,3,3 bathroom,3,2026,Broker,Garden,Cash,Village West Compound,Basic,9000000,60402.68
"8,000,000 EGP",100,2,1 bathroom,2,2025,Broker,Lake,Cash,Hadayek El Mohandiseen,Basic,8000000,80000
"6,500,000 EGP",130,3,2 bathroom,2,2025,Broker,Garden,Cash,Mv Park,View,6500000,50000
"10,500,000 EGP",164,3,3 bathroom,1,2025,Broker,Garden,Cash,Unknown,Basic,10500000,64024.39
"3,050,000 EGP",140,3,2 bathroom,7,2025,Broker,Side Street,Cash,Unknown,تشطيب,3050000,21785.71
"7,800,000 EGP",190,3,1 bathroom,3,2025,Broker,Garden,Cash,Unknown,Basic,7800000,41052.63
"12,500,000 EGP",255,4,4 bathroom,3,2024,Broker,Garden,Cash,Green Square Compound,Basic,12500000,49019.61
"9,500,000 EGP",230,3,3 bathroom,4,1995,Broker,Main Street,Cash,El Orouba St.,Basic,9500000,41304.35
"37,335,000 EGP",393,5,4 bathroom,7,2025,Broker,Main Street,Cash,مول العرب,Basic,37335000,95000
"9,500,000 EGP",149,3,3 bathroom,,2025,Broker,Garden,Cash,Village West Compound,Basic,9500000,63758.39
"4,200,000 EGP",150,3,3 bathroom,3,2027,Broker,Golf Course,Installments,Mv Park,View,4200000,28000
"8,393,000 EGP",154,3,3 bathroom,8,2025,Broker,Main Street,Cash or Installments,Oia Compound,Finished,8393000,54500
"4,250,000 EGP",160,3,2 bathroom,4,1999,Broker,Main Street,Cash,Mostafa El Nahas,Basic,4250000,26562.5
"1,550,000 EGP",80,2,1 bathroom,4,2021,Broker,Side Street,Cash,كمبوند دجله بالمز,Basic,1550000,19375
"1,750,000 EGP",180,3,2 bathroom,1,2003,Broker,Sea View,Cash or Installments,Nakheel Beach,Basic,1750000,9722.22
"6,000,000 EGP",205,4,2 bathroom,1,2025,Broker,Garden,Cash,Tiba Gardens Compound,Garden,6000000,29268.29
"5,600,000 EGP",161,2,2 bathroom,5,2025,Broker,Garden,Installments,Latin City,Basic,5600000,34782.61
"4,800,000 EGP",147,3,1 bathroom,8,1988,Broker,Side Street,Cash,شارع الحجاز,Basic,4800000,32653.06
"12,500,000 EGP",173,3,3 bathroom,4,2025,Broker,Garden,Cash,بالم هيلز نيو,Basic,12500000,72254.34
"4,123,000 EGP",133,3,3 bathroom,2,2028,Broker,Garden,Installments,Ahmed Zewail Rd,Basic,4123000,31000
"3,950,000 EGP",167,4,2 bathroom,2,2025,Broker,Other,Cash,Tiba Gardens Compound,Garden,3950000,23652.69
"6,500,000 EGP",130,3,2 bathroom,2,2025,Broker,Main Street,Cash,Mountain View Icity,View,6500000,50000
"23,000,000 EGP",185,3,3 bathroom,1,2021,Broker,Lake,Cash,Lake View Residence,"View, Super Lux",23000000,124324.32
"3,470,000 EGP",170,3,3 bathroom,2,2024,Broker,Main Street,Cash or Installments,A Fully Integrated,Basic,3470000,20411.76
"8,500,000 EGP",125,2,2 bathroom,1,2025,Broker,Main Street,Cash,Al Marasem Compound,Finished,8500000,68000
"11,800,000 EGP",165,3,3 bathroom,2,2027,Broker,Garden,Cash,Madinaty B14,Installment,11800000,71515.15
"21,000,000 EGP",157,2,4 bathroom,2,2025,Broker,Main Street,Cash,فيستيفال ليفينج,Basic,21000000,133757.96
"1,750,000 EGP",160,3,2 bathroom,,,EG-6552934,Side Street,Cash,Unknown,Basic,1750000,10937.5
"6,000,000 EGP",250,4,4 bathroom,1,2025,Broker,Other,Cash,Sixteenth Neighborhood,Basic,6000000,24000
"7,750,000 EGP",208,2,2 bathroom,1,2025,Broker,Garden,Cash,Unknown,Finished,7750000,37259.62
"4,751,000 EGP",190,3,3 bathroom,1,2026,Broker,Main Street,Cash,Unknown,Basic,4751000,25005.26
"10,500,000 EGP",160,3,3 bathroom,4,2025,Broker,Other,Cash,بالم هيلز نيو,Basic,10500000,65625
"5,300,000 EGP",210,3,3 bathroom,,,EG-6551583,Main Street,Cash,Unknown,Basic,5300000,25238.1
"6,300,000 EGP",140,3,2 bathroom,3,2025,Broker,Main Street,Cash or Installments,The Address East,Basic,6300000,45000
"6,500,000 EGP",200,3,2 bathroom,3,1998,Broker,Main Street,Cash,Unknown,Basic,6500000,32500
"5,740,000 EGP",176,3,3 bathroom,1,2025,Broker,Main Street,Cash,Badya Palm Hills,Basic,5740000,32613.64
"12,435,051 EGP",190,3,3 bathroom,2,2026,Broker,Main Street,Cash or Installments,Unknown,Basic,12435051,65447.64
"12,773,321 EGP",131,2,1 bathroom,1,2025,Broker,Sea View,Installments,Scandic Beach Resort,View,12773321,97506.27
"8,528,726 EGP",95,1,1 bathroom,6,2025,Broker,Sea View,Installments,Scandic Beach Resort,View,8528726,89776.06
"9,324,000 EGP",148,2,1 bathroom,1,2026,Broker,Other,Installments,Unknown,View,9324000,63000
"7,586,505 EGP",111,2,1 bathroom,3,2025,Broker,Main Street,Installments,Scandic Beach Resort,Basic,7586505,68346.89
"9,981,972 EGP",101,1,1 bathroom,1,2025,Broker,Other,Installments,Scandic Beach Resort,"View, Facilities",9981972,98831.41
"6,770,478 EGP",79,1,1 bathroom,1,2025,Broker,Other,Installments,Scandic Beach Resort,"View, Facilities",6770478,85702.25
"7,987,980 EGP",121,2,1 bathroom,2,2025,Broker,Main Street,Installments,Scandic Beach Resort,Facilities,7987980,66016.36
"3,050,000 EGP",180,3,2 bathroom,7,2013,Broker,Corner,Cash,Unknown,Basic,3050000,16944.44
"8,500,000 EGP",200,3,2 bathroom,1,2018,Broker,Side Street,Cash,شارع طيار الحلواني,Basic,8500000,42500
"7,000,000 EGP",250,3,2 bathroom,,2025,Broker,Side Street,Cash,Sephora Heights Compound,Basic,7000000,28000
"3,200,000 EGP",125,2,2 bathroom,8,2025,Cash,Side Street,Cash,Maadi Grand City,Basic,3200000,25600
"5,250,000 EGP",155,3,3 bathroom,1,2025,Broker,Garden,Cash or Installments,Mv Park,View,5250000,33870.97
"4,695,000 EGP",202,3,3 bathroom,3,2028,Broker,Corner,Installments,Beit Al Watan,Basic,4695000,23242.57
"4,300,000 EGP",120,3,1 bathroom,2,2015,Broker,Main Street,Cash,Dr Mahmoud Saleh,Basic,4300000,35833.33
"7,700,000 EGP",185,3,3 bathroom,1,2025,Broker,Garden,Cash,كمبوند ذا سكوير,Basic,7700000,41621.62
"6,500,000 EGP",131,2,2 bathroom,2,2025,Broker,Garden,Cash,Unknown,Super Lux,6500000,49618.32
"3,763,000 EGP",71,1,1 bathroom,1,2025,Broker,Pool,Installments,Lavanda Beach Resort,Basic,3763000,53000
"8,584,000 EGP",148,2,1 bathroom,1,2026,Broker,Other,Installments,Unknown,Basic,8584000,58000
"6,500,000 EGP",250,3,3 bathroom,1,2025,Broker,Other,Cash or Installments,Sixteenth Neighborhood,Basic,6500000,26000
"2,500,000 EGP",160,3,2 bathroom,1,2000,Broker,Side Street,Cash,شارع عين شمس,Basic,2500000,15625
"7,000,000 EGP",220,3,2 bathroom,2,2020,Broker,Garden,Cash,Building 342,Basic,7000000,31818.18
"11,000,000 EGP",135,2,2 bathroom,2,2023,Broker,Garden,Cash,Aeon Compound,Basic,11000000,81481.48
"16,500,000 EGP",179,3,3 bathroom,1,2023,Broker,Garden,Cash,One 16 Compound,Basic,16500000,92178.77
"8,300,000 EGP",171,3,3 bathroom,1,2025,Broker,Garden,Cash,Unknown,Basic,8300000,48538.01
"7,700,000 EGP",185,3,3 bathroom,1,2025,Broker,Garden,Cash,Unknown,Basic,7700000,41621.62
"4,556,000 EGP",68,1,1 bathroom,3,2026,Broker,Other,Installments,Unknown,Basic,4556000,67000
"3,995,000 EGP",85,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,View,3995000,47000
"11,214,000 EGP",178,2,1 bathroom,2,2026,Broker,Other,Installments,Unknown,Basic,11214000,63000
"9,500,000 EGP",350,4,2 bathroom,4,2025,Broker,Other,Cash,Unknown,Finished,9500000,27142.86
"6,800,000 EGP",280,4,3 bathroom,2,2025,Broker,Other,Cash,6Th Tourist Area,Basic,6800000,24285.71
"7,700,000 EGP",330,4,3 bathroom,2,2025,Broker,Other,Cash,Mahmoud Sami El,Basic,7700000,23333.33
"8,000,000 EGP",300,3,3 bathroom,2,2025,Broker,Other,Cash,Mahmoud Sami El,Basic,8000000,26666.67
"4,485,000 EGP",69,1,1 bathroom,2,2026,Broker,Other,Installments,Unknown,Basic,4485000,65000
"4,675,000 EGP",115,1,1 bathroom,6,2028,Broker,Main Street,Cash,Taj City Compound,Cash,4675000,40652.17
"9,685,000 EGP",149,2,1 bathroom,3,2026,Broker,Other,Installments,Unknown,Basic,9685000,65000
"3,750,000 EGP",75,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,Basic,3750000,50000
"14,800,000 EGP",166,3,3 bathroom,3,2028,Broker,Main Street,Installments,Taj City Compound,Cash,14800000,89156.63
"9,000,000 EGP",183,3,,,,,Garden,Cash,Palm Hills New,Basic,9000000,49180.33
"3,750,000 EGP",75,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,View,3750000,50000
"3,763,000 EGP",71,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,Basic,3763000,53000
"14,937,333 EGP",179,2,1 bathroom,4,2026,Broker,Other,Installments,El Ahyaa,Basic,14937333,83448.79
"3,672,000 EGP",72,1,1 bathroom,1,2025,Broker,Pool,Installments,A Fully,Basic,3672000,51000
"3,672,000 EGP",72,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,Pool,3672000,51000
"4,347,000 EGP",69,1,1 bathroom,1,2026,Broker,Other,Installments,Unknown,Sea,4347000,63000
"3,130,000 EGP",170,3,3 bathroom,2,2027,Broker,Corner,Cash or Installments,Uptown October Compound,Basic,3130000,18411.76
"3,510,000 EGP",65,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,Pool,3510000,54000
"3,465,000 EGP",77,1,1 bathroom,1,2025,Broker,Pool,Installments,Lavanda Beach Resort,Basic,3465000,45000
"3,763,000 EGP",71,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,View,3763000,53000
"9,815,000 EGP",164,3,3 bathroom,1,2026,Broker,Garden,Installments,Unknown,فيو,9815000,59847.56
"3,294,000 EGP",61,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,Basic,3294000,54000
"7,400,000 EGP",180,3,5 bathroom,3,2023,Broker,Garden,Installments,Unknown,تقسيط,7400000,41111.11
"2,650,000 EGP",122,3,2 bathroom,11,2024,Broker,Main Street,Cash or Installments,Sudan St,Basic,2650000,21721.31
"6,500,000 EGP",250,4,3 bathroom,1,2025,Broker,Other,Cash,Neighborhood 3Rd,Basic,6500000,26000
"3,294,000 EGP",61,1,1 bathroom,1,2025,Broker,Pool,Installments,الأحياء,Basic,3294000,54000
"2,860,000 EGP",55,1,1 bathroom,1,2025,Broker,Main Street,Cash or Installments,Unknown,Basic,2860000,52000
"3,294,000 EGP",61,1,1 bathroom,1,2025,Broker,Pool,Installments,أكثر مشاريع الأحياء,Basic,3294000,54000
"7,750,000 EGP",208,3,2 bathroom,1,2025,Broker,Other,Cash,كمبوند جرين 5,Basic,7750000,37259.62
"3,294,000 EGP",61,1,1 bathroom,1,2025,Broker,Pool,Installments,لافاندا,Basic,3294000,54000
"4,400,000 EGP",220,3,3 bathroom,1,2025,Broker,Other,Cash,Tiba Gardens Compound,Garden,4400000,20000
"6,000,000 EGP",250,3,2 bathroom,3,2025,Broker,Other,Cash,Mahmoud Sami El,Basic,6000000,24000
"6,200,000 EGP",167,3,3 bathroom,2,2025,Broker,Garden,Cash,Unknown,Finished,6200000,37125.75
"8,500,000 EGP",210,4,3 bathroom,4,2025,Broker,Lake,Cash,The Square,Basic,8500000,40476.19
"2,850,000 EGP",122,3,1 bathroom,8,2024,Broker,Main Street,Cash or Installments,Jasmine Gardens Compound,Garden,2850000,23360.66
"7,750,000 EGP",200,3,3 bathroom,1,2020,"38,750 EGP/M²",,,Street 10,Basic,7750000,38750
"15,000,000 EGP",161,2,2 bathroom,3,2025,Broker,Main Street,Cash,Unknown,Basic,15000000,93167.7
"21,000,000 EGP",157,2,4 bathroom,2,2025,Broker,Main Street,Cash,Unknown,Garden,21000000,133757.96
"17,145,000 EGP",205,3,3 bathroom,2,2027,Broker,Garden,Cash or Installments,Bloomfields,Basic,17145000,83634.15
"3,200,000 EGP",160,2,2 bathroom,3,2024,Broker,Main Street,Cash or Installments,Jasmine Gardens Compound,Garden,3200000,20000
"7,950,000 EGP",134,3,2 bathroom,1,2019,Broker,Main Street,Cash,The Address Compound,Basic,7950000,59328.36
"6,500,000 EGP",200,3,2 bathroom,2,2025,Broker,Other,Cash,Northern Tourist Expansions,Basic,6500000,32500
"3,643,755 EGP",126,3,2 bathroom,,2025,Broker,Main Street,Cash or Installments,Makany Compound,Basic,3643755,28918.69
"11,400,000 EGP",169,3,3 bathroom,1,2025,Broker,Garden,Cash or Installments,Sarai Compound Over,Basic,11400000,67455.62
"1,850,000 EGP",105,2,1 bathroom,4,2024,Broker,Main Street,Cash or Installments,Jasmine Gardens Compound,"Garden, Finished",1850000,17619.05
"4,700,000 EGP",78,2,1 bathroom,4,2027,Broker,Back,Cash or Installments,مدينتي,Basic,4700000,60256.41
"3,825,000 EGP",75,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,Basic,3825000,51000
"3,050,000 EGP",180,3,2 bathroom,7,2007,Broker,Main Street,Cash,شارع الامراء,Basic,3050000,16944.44
"1,850,000 EGP",105,2,1 bathroom,4,2024,Broker,Main Street,Cash or Installments,Sudan St,Finished,1850000,17619.05
"7,000,000 EGP",140,3,2 bathroom,4,1999,Broker,Main Street,Cash,Mostafa Kamel Area,Basic,7000000,50000
"14,640,000 EGP",202,3,3 bathroom,4,2027,Broker,Other,Installments,Zed West –,Finished,14640000,72475.25
"3,900,000 EGP",200,3,2 bathroom,4,2025,Broker,Other,Cash,El Hay El,Basic,3900000,19500
"7,950,000 EGP",300,3,2 bathroom,3,2025,Broker,Other,Cash,Neighborhood 1St,Basic,7950000,26500
"6,143,000 EGP",133,2,2 bathroom,5,2029,Developer,Main Street,Cash or Installments,Alex West Compound,Basic,6143000,46187.97
"4,510,000 EGP",82,1,1 bathroom,2,2028,Broker,Pool,Installments,Unknown,"View, Pool",4510000,55000
"5,767,300 EGP",107,2,2 bathroom,1,2028,Broker,Pool,Installments,Unknown,"View, Pool",5767300,53900
"3,150,000 EGP",115,2,1 bathroom,7,2020,Broker,Main Street,Cash,Unknown,تشطيب,3150000,27391.3
"9,200,000 EGP",161,3,2 bathroom,5,2010,Broker,Garden,Cash,شارع طلعت مصطفي,Basic,9200000,57142.86
"3,834,000 EGP",71,1,1 bathroom,3,2025,Broker,Pool,Installments,Lavanda,"View, Pool",3834000,54000
"16,250,000 EGP",180,2,2 bathroom,1,2025,Broker,Side Street,Cash,Uptown Cairo –,Basic,16250000,90277.78
"4,576,000 EGP",88,2,1 bathroom,3,2025,Broker,Pool,Installments,Unknown,Pool,4576000,52000
"18,900,000 EGP",208,4,4 bathroom,2,2029,Broker,Garden,Cash or Installments,Taj City,Basic,18900000,90865.38
"3,763,000 EGP",71,1,1 bathroom,2,2025,Broker,Pool,Installments,A Resort With,Pool,3763000,53000
"3,825,000 EGP",75,1,1 bathroom,4,2025,Broker,Pool,Installments,Unknown,Basic,3825000,51000
"5,304,000 EGP",102,2,1 bathroom,3,2025,Broker,Pool,Installments,Unknown,Basic,5304000,52000
"6,800,000 EGP",130,2,2 bathroom,3,2010,Broker,Main Street,Cash,شارع السيد الميرغني,Basic,6800000,52307.69
"4,576,000 EGP",88,2,1 bathroom,2,2026,Broker,Pool,Installments,Unknown,Pool,4576000,52000
"12,100,000 EGP",132,3,3 bathroom,5,2029,Broker,Garden,Cash or Installments,Taj City Over,Installment,12100000,91666.67
"3,510,000 EGP",65,1,1 bathroom,3,2025,Broker,Pool,Installments,Unknown,Basic,3510000,54000
"24,100,000 EGP",192,3,3 bathroom,2,2025,Broker,Main Street,Cash,كمبوند فيليت تشطيب,تشطيب,24100000,125520.83
"5,304,000 EGP",102,2,1 bathroom,4,2025,Broker,Pool,Installments,Unknown,Basic,5304000,52000
"3,834,000 EGP",71,1,1 bathroom,3,2025,Broker,Pool,Installments,A Fully,Basic,3834000,54000
"3,825,000 EGP",75,1,1 bathroom,4,2025,Broker,Pool,Installments,Lavanda,"View, Pool",3825000,51000
"23,500,000 EGP",285,3,3 bathroom,2,2027,Broker,Garden,Cash or Installments,Bloomfields,Basic,23500000,82456.14
"5,304,000 EGP",102,2,1 bathroom,2,2025,Broker,Pool,Installments,Unknown,Basic,5304000,52000
"3,744,000 EGP",72,1,1 bathroom,1,2025,Broker,Pool,Installments,A Fully,Basic,3744000,52000
"6,900,000 EGP",220,3,2 bathroom,11,1990,Broker,Side Street,Cash,Khalf El Obour,Basic,6900000,31363.64
"3,744,000 EGP",72,1,1 bathroom,1,2025,Broker,Pool,Installments,Unknown,Basic,3744000,52000
"3,672,000 EGP",72,1,1 bathroom,1,2025,Broker,Pool,Installments,Lavanda Beach Resort,Basic,3672000,51000
"6,000,000 EGP",200,3,2 bathroom,3,1998,Broker,Main Street,Cash,شارع دكتور حسن,Basic,6000000,30000
"2,500,000 EGP",115,3,1 bathroom,10,2016,Broker,Side Street,Cash,شارع طومان باي,Basic,2500000,21739.13
